rank_b,rank_c,rank_m,loss,time
450,150,350,0.022864026948809624,0.6075069904327393
450,150,450,0.02045939862728119,0.6093380451202393
450,150,550,0.01945599913597107,0.611724853515625
450,150,650,0.018771128728985786,0.6132345199584961
450,150,750,0.019196636974811554,0.6196699142456055
450,250,50,0.024749575182795525,0.6047787666320801
450,250,150,0.019205454736948013,0.6069076061248779
450,250,250,0.015348200686275959,0.6120359897613525
450,250,350,0.012140420265495777,0.6129791736602783
450,250,450,0.01026580948382616,0.6159977912902832
450,250,550,0.009613408707082272,0.6191391944885254
450,250,650,0.009464649483561516,0.6214067935943604
450,250,750,0.009503188543021679,0.6241660118103027
450,350,50,0.016474375501275063,0.6101269721984863
450,350,150,0.012121934443712234,0.6120407581329346
450,350,250,0.00906264130026102,0.6165413856506348
450,350,350,0.0067759919911623,0.6196300983428955
450,350,450,0.005175034049898386,0.6208045482635498
450,350,550,0.004459072835743427,0.6239914894104004
450,350,650,0.00428930064663291,0.6259245872497559
450,350,750,0.004183085169643164,0.6292400360107422
450,450,50,0.012815636582672596,0.6192433834075928
450,450,150,0.008961842395365238,0.6268036365509033
450,450,250,0.006174531299620867,0.6301999092102051
450,450,350,0.0042960066348314285,0.6325898170471191
450,450,450,0.0029194573871791363,0.6367499828338623
450,450,550,0.002180928597226739,0.6387937068939209
450,450,650,0.0021152212284505367,0.6412665843963623
450,450,750,0.002067851135507226,0.6453642845153809
450,550,50,0.011575961485505104,0.6313290596008301
450,550,150,0.007660715840756893,0.6341428756713867
450,550,250,0.0050416868180036545,0.6374218463897705
450,550,350,0.0032224152237176895,0.640568733215332
450,550,450,0.0019098167540505528,0.6443562507629395
450,550,550,0.0012932542013004422,0.6459734439849854
450,550,650,0.0011439357185736299,0.6495590209960938
450,550,750,0.0010831753024831414,0.650130033493042
450,650,50,0.011084727011620998,0.6387917995452881
450,650,150,0.007228239439427853,0.6408696174621582
450,650,250,0.004570959601551294,0.6437005996704102
450,650,350,0.002725964179262519,0.6465318202972412
450,650,450,0.0014519777614623308,0.6504909992218018
450,650,550,0.0008513220236636698,0.6563284397125244
450,650,650,0.0006686081760562956,0.6549491882324219
450,650,750,0.0006557120941579342,0.657987117767334
450,750,50,0.010879338718950748,0.6430492401123047
450,750,150,0.007040424272418022,0.6474239826202393
450,750,250,0.004409779328852892,0.6515519618988037
450,750,350,0.002554098144173622,0.653886079788208
450,750,450,0.001328987069427967,0.6588459014892578
450,750,550,0.0006948022055439651,0.6595182418823242
450,750,650,0.0005271988920867443,0.6634426116943359
450,750,750,0.0005104576121084392,0.6643788814544678
550,50,50,0.07066972553730011,0.6034958362579346
550,50,150,0.05941455438733101,0.6014597415924072
550,50,250,0.050850290805101395,0.6035623550415039
550,50,350,0.0443270169198513,0.6071302890777588
550,50,450,0.04027225077152252,0.6113071441650391
550,50,550,0.03917798399925232,0.6132230758666992
550,50,650,0.03843670338392258,0.6151294708251953
550,50,750,0.03902260586619377,0.6216328144073486
550,150,50,0.04116474464535713,0.6045098304748535
550,150,150,0.03321075439453125,0.6084611415863037
550,150,250,0.02722465991973877,0.6121177673339844
550,150,350,0.02283751405775547,0.6131105422973633
550,150,450,0.019994234666228294,0.6157145500183105
550,150,550,0.01928270235657692,0.617232084274292
550,150,650,0.019224222749471664,0.6201925277709961
550,150,750,0.018997153267264366,0.6242458820343018
550,250,50,0.02493440732359886,0.6100070476531982
550,250,150,0.019014302641153336,0.6136031150817871
550,250,250,0.015337875112891197,0.617302417755127
550,250,350,0.012184791266918182,0.6198484897613525
550,250,450,0.010282689705491066,0.6230006217956543
550,250,550,0.0093415891751647,0.6288959980010986
550,250,650,0.009268145076930523,0.6312148571014404
550,250,750,0.00920786801725626,0.6325101852416992
550,350,50,0.016344010829925537,0.6188545227050781
550,350,150,0.011985905468463898,0.6187758445739746
550,350,250,0.008927376009523869,0.6232883930206299
550,350,350,0.006694457493722439,0.6275734901428223
550,350,450,0.005076966714113951,0.6297626495361328
550,350,550,0.004313310608267784,0.6318650245666504
550,350,650,0.004153182730078697,0.6363968849182129
550,350,750,0.004097877535969019,0.6380391120910645
550,450,50,0.012750402092933655,0.626723051071167
550,450,150,0.008790845982730389,0.6317462921142578
550,450,250,0.006043991073966026,0.6380598545074463
550,450,350,0.004059361293911934,0.6543362140655518
550,450,450,0.002782131778076291,0.6413397789001465
550,450,550,0.0020553385838866234,0.6423749923706055
550,450,650,0.001956601394340396,0.6451070308685303
550,450,750,0.001943507231771946,0.6499519348144531
550,550,50,0.011081122793257236,0.6340954303741455
550,550,150,0.0073104617185890675,0.6411011219024658
550,550,250,0.0046918573789298534,0.6451401710510254
550,550,350,0.0028910611290484667,0.6482493877410889
550,550,450,0.00167407828848809,0.6505451202392578
550,550,550,0.0010588746517896652,0.6542172431945801
550,550,650,0.0008830952574498951,0.6572484970092773
550,550,750,0.0009212910081259906,0.6529583930969238
550,650,50,0.010530455969274044,0.6359515190124512
550,650,150,0.006673961412161589,0.6394181251525879
550,650,250,0.004055664874613285,0.6540663242340088
550,650,350,0.0022788720671087503,0.6538288593292236
550,650,450,0.00111856940202415,0.6591870784759521
550,650,550,0.0005619234871119261,0.6618802547454834
550,650,650,0.00040424559847451746,0.6633999347686768
550,650,750,0.00038636208046227694,0.6664800643920898
550,750,50,0.01027736347168684,0.6508870124816895
550,750,150,0.0064582317136228085,0.6549186706542969
550,750,250,0.003926170524209738,0.6576852798461914
550,750,350,0.0020997836254537106,0.660456657409668
550,750,450,0.0009599695913493633,0.6653854846954346
550,750,550,0.00040213344618678093,0.6671156883239746
550,750,650,0.00023728499945718795,0.670060396194458
550,750,750,0.00022303606965579093,0.6728558540344238
650,50,50,0.07052507996559143,0.6109614372253418
650,50,150,0.05981020629405975,0.6096622943878174
650,50,250,0.05022960528731346,0.6117172241210938
650,50,350,0.043984927237033844,0.6164369583129883
650,50,450,0.04045751318335533,0.6179437637329102
650,50,550,0.03912154212594032,0.6197593212127686
650,50,650,0.03923877701163292,0.6235737800598145
650,50,750,0.038624294102191925,0.6264474391937256
650,150,50,0.04107702895998955,0.6118149757385254
650,150,150,0.03285986930131912,0.6141104698181152
650,150,250,0.027166331186890602,0.6178524494171143
650,150,350,0.02268264815211296,0.620490312576294
650,150,450,0.020019536837935448,0.6231937408447266
650,150,550,0.019263600930571556,0.6267666816711426
650,150,650,0.019333062693476677,0.6307013034820557
650,150,750,0.0192387904971838,0.6317024230957031
650,250,50,0.024747071787714958,0.6195118427276611
650,250,150,0.019386131316423416,0.6252245903015137
650,250,250,0.015285790897905827,0.6235628128051758
650,250,350,0.01209527812898159,0.6259396076202393
650,250,450,0.010126207023859024,0.6303021907806396
650,250,550,0.009278499521315098,0.6318857669830322
650,250,650,0.009305302053689957,0.6353800296783447
650,250,750,0.009294451214373112,0.6388380527496338
650,350,50,0.01649407483637333,0.6227414608001709
650,350,150,0.011899061501026154,0.6265959739685059
650,350,250,0.008976949378848076,0.6293327808380127
650,350,350,0.006676322314888239,0.6319601535797119
650,350,450,0.005131455138325691,0.6349983215332031
650,350,550,0.004264965187758207,0.6383316516876221
650,350,650,0.004130722489207983,0.6456999778747559
650,350,750,0.004226383753120899,0.6465969085693359
650,450,50,0.012750806286931038,0.6291625499725342
650,450,150,0.0087294215336442,0.6327981948852539
650,450,250,0.006044254172593355,0.6348459720611572
650,450,350,0.00407063215970993,0.6385700702667236
650,450,450,0.0027477701660245657,0.6415467262268066
650,450,550,0.002037050435319543,0.6441011428833008
650,450,650,0.0018999319290742278,0.6476612091064453
650,450,750,0.0019278039690107107,0.6585109233856201
650,550,50,0.011138658039271832,0.6422641277313232
650,550,150,0.007219152990728617,0.6466343402862549
650,550,250,0.0046736327931284904,0.6496071815490723
650,550,350,0.0027859932743012905,0.6519780158996582
650,550,450,0.001608693739399314,0.6543943881988525
650,550,550,0.0010453022550791502,0.6578280925750732
650,550,650,0.000856650120113045,0.6616239547729492
650,550,750,0.0008358422201126814,0.6639957427978516
650,650,50,0.01037946343421936,0.6523706912994385
650,650,150,0.006570913828909397,0.6550281047821045
650,650,250,0.0040032216347754,0.6574802398681641
650,650,350,0.002185015706345439,0.6616694927215576
650,650,450,0.0010304013267159462,0.6646561622619629
650,650,550,0.0004978151991963387,0.668654203414917
650,650,650,0.0003298223309684545,0.6699016094207764
650,650,750,0.00032060479861684144,0.6642591953277588
650,750,50,0.01020196545869112,0.6509387493133545
650,750,150,0.006384728476405144,0.6512899398803711
650,750,250,0.0037825433537364006,0.6542305946350098
650,750,350,0.0019752588123083115,0.6575489044189453
650,750,450,0.0008456754731014371,0.6611385345458984
650,750,550,0.0003096341679338366,0.6709468364715576
650,750,650,0.00016089805285446346,0.6783294677734375
650,750,750,0.00014445670240093023,0.6806211471557617
750,50,50,0.07109057903289795,0.6155316829681396
750,50,150,0.059229910373687744,0.6153826713562012
750,50,250,0.050563883036375046,0.6178321838378906
750,50,350,0.04407122731208801,0.6209795475006104
750,50,450,0.04031912237405777,0.6253809928894043
750,50,550,0.03907677158713341,0.6272218227386475
750,50,650,0.03870038688182831,0.6297731399536133
750,50,750,0.038801126182079315,0.6346430778503418
750,150,50,0.04076032340526581,0.617546796798706
750,150,150,0.03307151794433594,0.6209492683410645
750,150,250,0.0269574336707592,0.6228115558624268
750,150,350,0.022826939821243286,0.6265425682067871
750,150,450,0.020098667591810226,0.6283657550811768
750,150,550,0.01933065801858902,0.632194995880127
750,150,650,0.019218234345316887,0.6351730823516846
750,150,750,0.01914766989648342,0.640042781829834
750,250,50,0.024423781782388687,0.6262145042419434
750,250,150,0.019003212451934814,0.627680778503418
750,250,250,0.015227868221700191,0.6317276954650879
750,250,350,0.012110776267945766,0.63470458984375
750,250,450,0.01018535252660513,0.6372876167297363
750,250,550,0.009328501299023628,0.6455857753753662
750,250,650,0.00923335924744606,0.6429908275604248
750,250,750,0.009246033616364002,0.6448006629943848
750,350,50,0.016387244686484337,0.6328167915344238
750,350,150,0.012127570807933807,0.6328985691070557
750,350,250,0.009010658599436283,0.6371595859527588
750,350,350,0.006604800000786781,0.6442410945892334
750,350,450,0.0049924831837415695,0.6424062252044678
750,350,550,0.004260369576513767,0.6446099281311035
750,350,650,0.004183684475719929,0.6478865146636963
750,350,750,0.00410111527889967,0.6522395610809326
750,450,50,0.01272264588624239,0.6432647705078125
750,450,150,0.008743386715650558,0.647240161895752
750,450,250,0.0061291279271245,0.6493067741394043
750,450,350,0.004070377442985773,0.654144287109375
750,450,450,0.0027296901680529118,0.6566488742828369
750,450,550,0.0020311276894062757,0.6591863632202148
750,450,650,0.0019411258399486542,0.6618630886077881
750,450,750,0.001911056344397366,0.6638586521148682
750,550,50,0.011130833998322487,0.6499073505401611
750,550,150,0.0072723329067230225,0.6536071300506592
750,550,250,0.004646254237741232,0.6572184562683105
750,550,350,0.0028037303127348423,0.6598720550537109
750,550,450,0.0016157040372490883,0.6636462211608887
750,550,550,0.0010305040050297976,0.6662242412567139
750,550,650,0.000822122092358768,0.6681146621704102
750,550,750,0.0008215369307436049,0.6717500686645508
750,650,50,0.010379293002188206,0.6492910385131836
750,650,150,0.006495126057416201,0.6520578861236572
750,650,250,0.003956681117415428,0.6631484031677246
750,650,350,0.0021452559158205986,0.6666831970214844
750,650,450,0.0010120313381776214,0.6702229976654053
750,650,550,0.0004765128542203456,0.6734418869018555
750,650,650,0.0003038572904188186,0.6762299537658691
750,650,750,0.0002969996421597898,0.6798946857452393
750,750,50,0.010123906657099724,0.6635754108428955
750,750,150,0.006305520422756672,0.668316125869751
750,750,250,0.003730995347723365,0.6730265617370605
750,750,350,0.001934862695634365,0.6748154163360596
750,750,450,0.0008127992623485625,0.677375078201294
750,750,550,0.00028758536791428924,0.6904482841491699
750,750,650,0.00013830754323862493,0.6831538677215576
750,750,750,0.00012228594277985394,0.6856021881103516
